CustomerID,Age,Gender,AnnualIncome,SpendingScore,MembershipTier,Region,PreferredCategory,LoyaltyPoints,RecentPurchase
4359,41,Male,142321.28,63,Silver,South,Toys,3848,Yes
4360,30,Non-Binary,58170.51,66,Platinum,West,Beauty,3742,No
4361,50,Female,79245.6,19,Gold,Central,Beauty,5624,No
4362,18,Male,137884.84,61,Platinum,North,Clothing,9522,No
4363,62,Female,131333.94,78,Platinum,South,Electronics,4706,No
4364,23,Non-Binary,144440.68,38,Gold,South,Toys,8336,No
4365,61,Female,128342.13,34,Platinum,North,Toys,6748,No
4366,62,Non-Binary,58748.41,51,Gold,West,Electronics,8711,No
4367,42,Male,31940.58,64,Diamond,West,Electronics,6756,Yes
4368,69,Female,68180.92,91,Gold,South,Home Decor,5594,Yes
4369,33,Male,128391.22,35,Platinum,East,Electronics,1073,Yes
4370,31,Female,121295.82,32,Diamond,South,Sports,2789,Yes
4371,66,Non-Binary,139931.11,4,Diamond,South,Clothing,8589,No
4372,34,Non-Binary,147903.79,57,Gold,East,Home Decor,3270,Yes
4373,51,Non-Binary,53945.19,73,Platinum,West,Beauty,1630,No
4374,70,Female,88645.26,43,Silver,Central,Beauty,8036,No
4375,39,Female,135858.58,20,Diamond,South,Sports,4526,Yes
4376,30,Female,78814.52,51,Platinum,West,Electronics,4500,Yes
4377,50,Non-Binary,100146.6,91,Platinum,Central,Clothing,6717,No
4378,28,Non-Binary,52323.64,69,Diamond,West,Electronics,6791,No
4379,32,Male,111119.51,97,Platinum,Central,Clothing,660,Yes
4380,52,Female,55066.13,87,Gold,South,Sports,2745,No
4381,39,Female,147755.11,68,Diamond,North,Sports,9204,Yes
4382,36,Female,85970.75,71,Silver,West,Electronics,6969,Yes
4383,48,Male,29316.08,26,Silver,West,Electronics,2724,No
4384,21,Non-Binary,95036.04,31,Platinum,East,Sports,6509,No
4385,43,Non-Binary,23183.23,57,Platinum,South,Sports,4395,Yes
4386,39,Female,130781.83,38,Platinum,West,Clothing,2532,Yes
4387,35,Male,37022.67,80,Diamond,West,Home Decor,8189,Yes
4388,35,Non-Binary,44059.58,9,Gold,Central,Beauty,8995,Yes
4389,50,Non-Binary,38779.72,19,Platinum,North,Toys,5430,Yes
4390,49,Female,100738.5,47,Platinum,Central,Toys,7513,No
4391,36,Non-Binary,79759.82,56,Silver,East,Home Decor,8424,Yes
4392,59,Non-Binary,129420.23,60,Diamond,South,Home Decor,8540,Yes
4393,66,Female,144617.02,11,Gold,South,Clothing,8553,No
4394,31,Non-Binary,76902.67,3,Gold,West,Beauty,1415,Yes
4395,49,Male,69687.92,33,Silver,South,Sports,9176,No
4396,32,Female,27527.66,42,Gold,North,Beauty,7391,Yes
4397,26,Male,130819.73,92,Diamond,West,Electronics,6021,Yes
4398,36,Male,95828.74,8,Diamond,North,Toys,3430,Yes
4399,64,Non-Binary,29512.14,79,Gold,East,Clothing,5442,No
4400,26,Non-Binary,102272.21,48,Silver,West,Electronics,3590,Yes
4401,66,Male,138357.28,42,Platinum,South,Toys,9357,No
4402,24,Male,110900.47,16,Diamond,Central,Clothing,9708,No
4403,30,Non-Binary,112913.26,26,Gold,East,Beauty,2076,Yes
4404,36,Non-Binary,23013.71,88,Platinum,North,Clothing,6407,Yes
4405,43,Female,50959.44,87,Silver,East,Sports,6935,No
4406,66,Male,34367.34,38,Platinum,East,Sports,7931,Yes
4407,65,Non-Binary,62890.49,35,Diamond,South,Home Decor,8356,Yes
4408,64,Female,87656.89,70,Diamond,West,Toys,7032,No
4409,41,Non-Binary,72676.14,36,Platinum,East,Beauty,4669,No
4410,43,Non-Binary,124922.36,81,Platinum,Central,Home Decor,2989,No
4411,40,Non-Binary,147825.34,43,Gold,East,Sports,9735,Yes
4412,56,Non-Binary,140197.05,55,Platinum,North,Electronics,7969,No
4413,55,Female,50446.2,42,Gold,West,Electronics,2612,Yes
4414,45,Female,56200.19,35,Gold,South,Toys,3151,No
4415,64,Non-Binary,129726.8,86,Silver,West,Beauty,3107,Yes
4416,54,Female,52307.95,84,Diamond,North,Home Decor,3538,No
4417,40,Female,33079.92,26,Silver,Central,Beauty,4491,Yes
4418,66,Male,95565.96,89,Diamond,North,Electronics,5831,No
4419,27,Non-Binary,122399.72,6,Platinum,Central,Clothing,3046,No
4420,33,Non-Binary,126513.44,10,Gold,North,Beauty,6637,No
4421,21,Male,71015.22,15,Diamond,South,Beauty,2786,No
4422,32,Female,21572.9,85,Diamond,North,Home Decor,7388,No
4423,63,Male,131644.35,80,Platinum,South,Sports,660,Yes
4424,63,Non-Binary,92975.15,69,Diamond,Central,Clothing,92,No
4425,22,Male,29186.94,39,Diamond,West,Beauty,7618,No
4426,27,Non-Binary,33507.52,95,Silver,South,Clothing,9112,Yes
4427,57,Non-Binary,97618.77,6,Silver,North,Sports,1931,No
4428,45,Non-Binary,64244.51,16,Platinum,South,Beauty,6462,Yes
4429,37,Female,113748.96,83,Diamond,East,Sports,3168,Yes
4430,25,Non-Binary,145046.07,5,Diamond,North,Electronics,4090,Yes
4431,35,Male,134176.28,74,Platinum,West,Beauty,1719,No
4432,18,Female,134961.45,26,Gold,South,Beauty,7534,Yes
4433,67,Non-Binary,55667.13,25,Silver,Central,Sports,5277,Yes
4434,58,Female,44414.05,74,Diamond,East,Beauty,18,No
4435,46,Female,115935.03,69,Gold,North,Clothing,3161,Yes
4436,26,Non-Binary,148309.24,94,Gold,South,Electronics,4555,Yes
4437,56,Non-Binary,102015.12,83,Diamond,West,Home Decor,988,Yes
4438,27,Non-Binary,34989.12,80,Diamond,South,Toys,5446,Yes
4439,23,Male,32446.79,1,Platinum,North,Toys,8296,Yes
4440,25,Male,105822.01,100,Platinum,South,Beauty,7463,Yes
4441,22,Female,119000.85,14,Diamond,West,Clothing,3038,No
4442,63,Non-Binary,77937.71,22,Gold,East,Home Decor,878,No
4443,20,Non-Binary,131557.82,53,Silver,East,Sports,2391,No
4444,21,Female,68527.57,87,Platinum,East,Home Decor,5745,Yes
4445,45,Male,27759.79,40,Silver,South,Electronics,5528,Yes
4446,58,Female,134600.87,49,Platinum,Central,Clothing,8051,Yes
4447,64,Male,50103.08,24,Silver,North,Clothing,1886,Yes
4448,54,Non-Binary,129746.68,65,Platinum,Central,Beauty,5763,No
4449,44,Male,73663.4,9,Diamond,Central,Electronics,3200,No
4450,58,Male,115762.85,1,Diamond,South,Clothing,4902,Yes
4451,21,Female,123149.13,32,Platinum,East,Electronics,1868,Yes
4452,31,Female,140242.9,9,Gold,East,Clothing,3128,Yes
4453,48,Non-Binary,93462.56,10,Gold,East,Clothing,6547,No
4454,19,Male,99656.77,43,Diamond,East,Electronics,6213,Yes
4455,43,Non-Binary,28240.67,10,Silver,West,Home Decor,6575,No
4456,62,Female,41219.49,10,Silver,South,Electronics,2627,No
4457,66,Male,22882.86,68,Diamond,West,Home Decor,2671,Yes
4458,23,Non-Binary,107989.83,60,Silver,West,Toys,8606,Yes
4459,69,Female,136202.1,55,Diamond,North,Toys,186,Yes
4460,65,Male,21767.93,39,Silver,North,Sports,9418,No
4461,18,Female,43585.15,65,Silver,East,Toys,4007,No
4462,20,Male,134686.09,67,Gold,South,Beauty,5290,Yes
4463,18,Male,148019.2,74,Gold,West,Home Decor,2231,Yes
4464,57,Non-Binary,109921.52,58,Silver,Central,Beauty,5903,Yes
4465,41,Male,104309.24,3,Silver,Central,Electronics,8692,Yes
4466,27,Female,50204.36,64,Silver,North,Beauty,4662,Yes
4467,19,Male,37091.26,54,Silver,South,Clothing,3629,No
4468,56,Non-Binary,88912.24,92,Silver,North,Clothing,1217,No
4469,41,Non-Binary,131760.26,98,Gold,Central,Home Decor,8706,Yes
4470,51,Male,76197.53,80,Diamond,West,Sports,8490,No
4471,43,Non-Binary,61250.06,78,Platinum,South,Toys,2793,No
4472,68,Male,31760.54,48,Platinum,South,Toys,6112,Yes
4473,56,Female,98950.43,68,Gold,West,Sports,3830,No
4474,56,Non-Binary,55287.93,87,Gold,Central,Electronics,1761,Yes
4475,68,Male,133268.41,91,Diamond,West,Electronics,8401,Yes
4476,59,Non-Binary,134979.9,59,Platinum,South,Beauty,3606,No
4477,29,Female,102886.75,66,Platinum,South,Beauty,7931,No
4478,66,Female,79752.76,28,Platinum,Central,Sports,5256,No
4479,29,Male,108541.72,89,Diamond,South,Toys,2517,Yes
4480,37,Non-Binary,95578.09,30,Diamond,South,Electronics,5663,Yes
4481,67,Non-Binary,139503.98,37,Gold,Central,Electronics,994,Yes
4482,34,Non-Binary,40162.5,63,Platinum,North,Clothing,5988,Yes
4483,63,Non-Binary,94519.39,22,Gold,South,Toys,848,Yes
4484,42,Female,141695.02,46,Platinum,South,Beauty,6005,Yes
4485,47,Male,39869.38,83,Diamond,Central,Toys,9375,No
4486,59,Female,52845.0,75,Diamond,West,Toys,8620,No
4487,27,Male,34012.86,12,Diamond,South,Electronics,3617,No
4488,35,Male,20922.52,29,Silver,Central,Sports,1583,Yes
4489,67,Female,142781.98,29,Silver,North,Electronics,7690,Yes
4490,22,Female,76851.68,14,Diamond,North,Electronics,4521,Yes
4491,42,Female,144020.26,26,Gold,West,Beauty,4809,Yes
4492,58,Non-Binary,75466.42,90,Platinum,East,Clothing,8786,Yes
4493,38,Male,56063.14,47,Silver,North,Toys,6439,No
4494,55,Non-Binary,144988.99,6,Platinum,North,Sports,7771,Yes
4495,43,Non-Binary,23082.47,75,Platinum,North,Sports,7369,Yes
4496,65,Female,108950.9,8,Silver,West,Electronics,5451,No
4497,32,Non-Binary,46439.5,100,Diamond,East,Electronics,1686,No
4498,55,Non-Binary,49606.87,59,Gold,North,Home Decor,2290,Yes
4499,44,Non-Binary,68351.13,71,Silver,North,Clothing,6739,Yes
4500,67,Non-Binary,127409.98,47,Gold,West,Beauty,4452,No
4501,33,Male,56340.5,98,Gold,South,Beauty,6133,No
4502,34,Male,81288.79,100,Platinum,South,Home Decor,1714,Yes
4503,70,Non-Binary,124920.51,88,Silver,East,Toys,7927,No
4504,54,Female,95665.14,53,Silver,South,Clothing,5652,No
4505,33,Male,38869.04,92,Silver,East,Electronics,1657,Yes
4506,19,Female,95038.47,31,Gold,Central,Beauty,7189,No
4507,56,Male,94146.28,63,Platinum,South,Toys,4815,No
4508,39,Female,145648.68,73,Platinum,West,Home Decor,6884,Yes
4509,54,Non-Binary,102376.41,34,Silver,East,Electronics,7663,No
4510,43,Male,58614.07,98,Platinum,West,Home Decor,8439,No
4511,24,Non-Binary,99555.45,12,Gold,North,Toys,784,Yes
4512,69,Male,108070.29,84,Gold,East,Electronics,1206,Yes
4513,52,Female,96421.38,22,Diamond,East,Sports,3517,Yes
4514,30,Non-Binary,97678.07,54,Gold,East,Toys,2583,No
4515,65,Female,120004.19,27,Diamond,West,Home Decor,9233,No
4516,31,Male,106421.19,63,Platinum,South,Home Decor,4596,No
4517,40,Non-Binary,68704.29,20,Silver,West,Electronics,7618,Yes
4518,26,Male,97929.98,52,Diamond,West,Beauty,652,No
4519,30,Female,37923.06,18,Gold,West,Electronics,3816,Yes
4520,37,Female,134027.11,96,Silver,South,Clothing,3546,No
4521,30,Non-Binary,76936.44,57,Gold,South,Clothing,8269,No
4522,45,Female,59389.85,97,Diamond,West,Clothing,9021,No
4523,31,Male,140604.21,64,Diamond,Central,Electronics,5324,Yes
4524,54,Female,137018.52,21,Gold,South,Sports,6835,No
4525,47,Male,86787.48,97,Gold,North,Home Decor,4651,No
4526,22,Non-Binary,66676.39,39,Gold,Central,Home Decor,7476,Yes
4527,55,Female,106526.04,93,Silver,South,Sports,6409,Yes
4528,46,Female,22508.65,14,Platinum,West,Toys,7511,Yes
4529,18,Female,25593.27,21,Silver,East,Beauty,715,No
4530,49,Male,122969.48,49,Gold,North,Electronics,349,No
4531,19,Male,60745.69,29,Silver,East,Sports,5483,Yes
4532,69,Male,99373.8,21,Platinum,North,Toys,5436,Yes
4533,22,Female,32294.35,9,Diamond,East,Home Decor,8332,Yes
4534,36,Male,105434.0,59,Silver,North,Electronics,694,No
4535,64,Male,35074.63,33,Platinum,North,Electronics,3814,Yes
4536,35,Non-Binary,63063.86,76,Diamond,North,Clothing,569,No
4537,22,Male,35983.07,64,Silver,East,Sports,3487,No
4538,39,Non-Binary,124623.9,40,Gold,North,Home Decor,3318,Yes
4539,33,Male,149690.79,94,Gold,Central,Clothing,7169,Yes
4540,47,Non-Binary,21111.58,33,Gold,Central,Sports,8299,No
4541,48,Non-Binary,111976.01,47,Gold,North,Beauty,744,Yes
4542,55,Non-Binary,21579.03,72,Gold,Central,Toys,7311,Yes
4543,28,Female,52358.8,93,Silver,North,Home Decor,6433,No
4544,22,Female,55080.79,83,Diamond,East,Sports,6010,Yes
4545,47,Female,140925.08,20,Platinum,East,Beauty,9772,Yes
4546,32,Male,65199.35,31,Gold,West,Electronics,2317,Yes
4547,61,Female,74443.64,51,Gold,West,Clothing,1613,No
4548,47,Female,108205.16,57,Diamond,East,Clothing,3684,No
4549,66,Female,41998.09,90,Diamond,East,Beauty,1675,Yes
4550,56,Male,103182.2,2,Silver,West,Electronics,259,Yes
4551,33,Non-Binary,101884.13,61,Gold,Central,Toys,9003,No
4552,59,Male,81697.96,2,Platinum,West,Toys,9214,No
4553,48,Male,117364.42,20,Diamond,West,Electronics,2308,Yes
4554,43,Male,100413.13,59,Diamond,West,Home Decor,780,Yes
4555,28,Female,25841.43,66,Platinum,West,Toys,538,No
4556,27,Non-Binary,61678.63,58,Silver,West,Sports,6177,No
4557,60,Non-Binary,84878.25,19,Platinum,South,Electronics,7568,No
4558,41,Female,146708.03,21,Gold,North,Clothing,2411,No
4559,58,Male,63729.28,31,Gold,South,Clothing,2165,Yes
4560,48,Female,70919.71,5,Diamond,Central,Beauty,8005,Yes
4561,30,Male,44910.86,80,Platinum,East,Home Decor,5471,No
4562,38,Female,67334.08,54,Silver,North,Sports,9282,No
4563,32,Female,60359.37,54,Platinum,East,Sports,962,No
4564,48,Non-Binary,41308.62,91,Gold,North,Sports,1749,No
4565,29,Male,59964.04,15,Gold,East,Clothing,1085,No
4566,63,Non-Binary,81270.03,68,Gold,West,Electronics,1623,No
4567,37,Male,71585.67,11,Silver,East,Electronics,8186,Yes
4568,54,Male,39813.45,81,Silver,North,Sports,1744,No
4569,55,Male,122165.81,72,Platinum,Central,Toys,3989,Yes
4570,58,Non-Binary,111331.39,31,Silver,East,Beauty,3580,Yes
4571,67,Non-Binary,25302.44,67,Diamond,North,Home Decor,3609,Yes
4572,70,Male,94055.32,38,Platinum,West,Clothing,372,Yes
4573,57,Non-Binary,22125.57,81,Diamond,Central,Beauty,2218,Yes
4574,29,Non-Binary,102033.0,46,Silver,South,Electronics,849,No
4575,53,Male,98442.2,91,Gold,North,Clothing,3085,Yes
4576,20,Non-Binary,149743.11,94,Diamond,North,Toys,5786,No
4577,65,Male,122439.9,14,Platinum,South,Sports,9112,Yes
4578,18,Male,79334.64,55,Diamond,South,Toys,5765,Yes
4579,20,Male,29183.4,40,Diamond,South,Clothing,7357,No
4580,46,Female,130451.16,91,Gold,West,Toys,7438,Yes
4581,35,Female,81855.42,12,Gold,East,Clothing,4336,Yes
4582,31,Non-Binary,77320.93,96,Diamond,West,Home Decor,8805,Yes
4583,60,Male,68902.18,2,Silver,North,Electronics,6260,No
4584,24,Non-Binary,23302.71,35,Platinum,North,Clothing,9319,No
4585,62,Female,34375.61,58,Diamond,Central,Home Decor,9560,No
4586,32,Male,87747.88,44,Gold,Central,Toys,4366,Yes
4587,37,Non-Binary,83164.73,80,Platinum,South,Home Decor,407,No
4588,24,Male,47985.14,58,Gold,West,Electronics,4558,Yes
4589,60,Non-Binary,99673.11,69,Platinum,West,Toys,3320,No
4590,55,Female,122228.51,17,Platinum,West,Home Decor,6350,No
4591,27,Female,73035.79,23,Gold,South,Electronics,1149,Yes
4592,22,Female,93211.58,64,Diamond,East,Sports,7559,Yes
4593,48,Male,54704.6,62,Gold,West,Home Decor,5658,Yes
4594,51,Female,66827.73,71,Diamond,North,Home Decor,7132,No
4595,49,Male,124328.64,67,Gold,West,Beauty,8242,No
4596,40,Male,111877.34,29,Platinum,Central,Home Decor,5553,No
4597,52,Non-Binary,43497.18,67,Gold,South,Beauty,2273,No
4598,47,Non-Binary,96889.14,21,Diamond,South,Electronics,6405,No
4599,24,Male,123632.91,26,Platinum,West,Home Decor,6338,No
4600,36,Male,101150.86,35,Silver,East,Home Decor,2933,No
4601,38,Female,50881.32,79,Gold,South,Toys,6164,No
4602,25,Non-Binary,103369.38,25,Gold,South,Electronics,6614,Yes
4603,43,Male,67995.11,29,Gold,East,Beauty,942,No
4604,64,Female,76939.66,44,Silver,East,Sports,2767,No
4605,49,Male,95008.84,61,Platinum,East,Clothing,1596,Yes
4606,68,Non-Binary,132778.82,67,Gold,East,Electronics,56,No
4607,38,Male,76707.26,78,Silver,South,Clothing,8566,No
4608,40,Female,136650.47,44,Platinum,South,Electronics,424,Yes
4609,42,Male,140180.88,70,Platinum,South,Sports,2426,Yes
4610,32,Male,21855.14,71,Gold,Central,Home Decor,6841,Yes
4611,63,Male,53008.5,2,Diamond,West,Clothing,8188,Yes
4612,21,Male,58701.86,56,Diamond,West,Sports,6572,Yes
4613,50,Male,111443.79,96,Silver,East,Home Decor,7453,Yes
4614,46,Non-Binary,96821.7,58,Platinum,North,Sports,3409,Yes
4615,43,Female,63568.96,55,Platinum,North,Toys,7159,No
4616,18,Female,82315.03,84,Diamond,Central,Clothing,9723,No
4617,59,Female,107003.41,25,Gold,West,Beauty,7172,No
4618,66,Non-Binary,65975.0,5,Diamond,North,Toys,4337,Yes
4619,33,Non-Binary,26631.09,95,Platinum,North,Electronics,6552,Yes
4620,45,Male,96437.07,58,Platinum,South,Beauty,6085,Yes
4621,45,Male,142122.41,26,Platinum,West,Toys,7595,Yes
4622,40,Non-Binary,92991.62,50,Platinum,South,Toys,5703,No
4623,22,Male,100457.34,34,Diamond,East,Toys,9168,Yes
4624,68,Male,113338.99,82,Gold,East,Clothing,3349,No
4625,38,Female,86141.05,64,Platinum,Central,Electronics,2210,No
4626,32,Non-Binary,79224.63,73,Diamond,North,Clothing,9801,No
4627,51,Male,45660.05,24,Gold,Central,Toys,4668,No
4628,26,Non-Binary,98485.88,67,Silver,North,Clothing,5382,No
4629,23,Female,43217.81,64,Platinum,Central,Sports,3727,No
4630,39,Male,94537.24,97,Diamond,North,Clothing,7464,No
4631,51,Non-Binary,25438.8,71,Silver,Central,Sports,6147,No
4632,40,Female,25795.2,74,Diamond,East,Electronics,8862,Yes
4633,70,Male,24477.19,81,Gold,South,Home Decor,7230,Yes
4634,46,Male,123036.62,23,Gold,West,Beauty,6838,No
4635,40,Male,44539.4,27,Platinum,West,Toys,8913,Yes
4636,39,Female,131889.43,44,Silver,South,Sports,2491,No
4637,53,Non-Binary,81494.72,63,Gold,North,Electronics,674,No
4638,52,Non-Binary,102238.96,77,Diamond,North,Home Decor,7611,No
4639,65,Non-Binary,62467.37,85,Platinum,Central,Toys,7673,No
4640,39,Male,51868.43,64,Platinum,East,Beauty,7502,Yes
4641,40,Non-Binary,130681.88,30,Silver,South,Sports,2080,No
4642,25,Male,37073.49,57,Platinum,East,Beauty,6878,Yes
4643,67,Male,22398.79,94,Silver,West,Clothing,1320,Yes
4644,49,Non-Binary,97738.41,84,Diamond,East,Beauty,119,Yes
4645,51,Female,83779.39,34,Silver,North,Sports,219,No
4646,39,Male,138392.26,63,Platinum,Central,Clothing,1705,No
4647,38,Non-Binary,57811.23,58,Diamond,West,Sports,900,No
4648,64,Female,145002.49,56,Platinum,Central,Toys,3144,Yes
4649,69,Female,74796.74,1,Gold,North,Sports,2558,No
4650,52,Non-Binary,87717.74,60,Gold,South,Beauty,4989,No
4651,58,Male,34969.73,78,Platinum,East,Sports,4141,Yes
4652,53,Male,22501.89,78,Platinum,South,Toys,1808,No
4653,41,Female,25124.37,3,Gold,East,Electronics,2753,Yes
4654,56,Non-Binary,131100.15,27,Gold,Central,Home Decor,9083,Yes
4655,44,Non-Binary,74163.21,65,Platinum,Central,Toys,3956,Yes
4656,38,Female,135755.96,23,Silver,East,Sports,9429,No
4657,66,Non-Binary,50942.82,37,Silver,East,Toys,5871,Yes
4658,53,Male,97747.49,67,Diamond,Central,Home Decor,5514,No
4659,46,Non-Binary,139155.44,16,Diamond,West,Beauty,944,No
4660,43,Non-Binary,49899.5,15,Platinum,North,Beauty,2746,Yes
4661,42,Non-Binary,41133.13,57,Gold,East,Electronics,6818,Yes
4662,30,Female,117509.7,87,Diamond,East,Sports,7551,Yes
4663,35,Female,105600.55,78,Gold,South,Toys,6550,No
4664,69,Non-Binary,124068.95,5,Silver,South,Beauty,7600,Yes
4665,62,Female,147155.3,88,Platinum,Central,Toys,1075,No
4666,33,Male,34508.98,85,Silver,West,Home Decor,2796,No
4667,70,Female,74830.63,1,Gold,North,Electronics,4020,Yes
4668,37,Male,74883.85,40,Gold,Central,Clothing,4317,No
4669,60,Non-Binary,113642.77,29,Diamond,Central,Electronics,966,No
4670,30,Male,67744.66,98,Gold,North,Beauty,3870,Yes
4671,49,Non-Binary,77609.35,89,Gold,Central,Sports,8699,No
4672,54,Female,98132.71,15,Diamond,East,Clothing,1784,No
4673,19,Male,90082.68,66,Diamond,North,Toys,3877,No
4674,48,Non-Binary,72463.71,58,Platinum,South,Electronics,8647,Yes
4675,21,Non-Binary,149303.12,95,Platinum,South,Toys,1405,Yes
4676,47,Non-Binary,35408.92,7,Silver,Central,Clothing,1330,Yes
4677,65,Male,146640.04,25,Silver,West,Beauty,915,Yes
4678,52,Non-Binary,130606.36,52,Diamond,North,Electronics,721,No
4679,36,Male,78164.03,54,Diamond,South,Sports,5723,No
4680,63,Non-Binary,126379.18,98,Silver,North,Clothing,3988,Yes
4681,51,Non-Binary,80522.92,98,Gold,Central,Toys,2648,No
4682,33,Non-Binary,51065.04,68,Diamond,East,Electronics,5764,Yes
4683,29,Male,86133.98,83,Diamond,Central,Home Decor,9083,Yes
4684,42,Female,68672.69,38,Diamond,East,Electronics,5128,No
4685,52,Male,76434.43,83,Silver,Central,Sports,4777,No
4686,51,Male,79285.58,97,Silver,East,Toys,9708,No
4687,64,Non-Binary,105171.42,3,Platinum,South,Beauty,5096,Yes
4688,27,Male,99473.43,51,Gold,South,Clothing,5864,Yes
4689,56,Non-Binary,31225.85,70,Diamond,Central,Beauty,531,Yes
4690,70,Male,25493.6,31,Platinum,Central,Electronics,2799,No
4691,55,Male,38906.32,12,Silver,North,Electronics,2435,No
4692,41,Female,80211.67,52,Gold,North,Beauty,4691,No
4693,65,Male,38483.32,14,Silver,Central,Clothing,9470,No
4694,33,Male,111010.52,36,Silver,East,Beauty,9183,No
4695,25,Non-Binary,119433.51,93,Gold,North,Toys,2013,No
4696,22,Male,67828.13,91,Silver,East,Home Decor,7920,No
4697,70,Male,113503.42,12,Gold,South,Beauty,528,No
4698,58,Non-Binary,50722.11,70,Gold,South,Toys,3855,No
4699,52,Female,66498.37,16,Gold,South,Toys,8111,Yes
4700,54,Female,90912.42,21,Silver,South,Clothing,7313,No
4701,24,Male,132722.13,62,Gold,West,Sports,9713,No
4702,61,Non-Binary,46518.84,29,Gold,East,Home Decor,3857,No
4703,40,Female,69555.42,60,Gold,South,Electronics,4371,Yes
4704,65,Female,49425.28,74,Platinum,North,Toys,79,No
4705,46,Non-Binary,46763.93,20,Platinum,South,Sports,8143,No
4706,41,Female,83108.63,33,Diamond,East,Sports,7303,Yes
4707,18,Female,78142.74,95,Platinum,West,Beauty,4005,Yes
4708,28,Male,57746.15,71,Gold,North,Beauty,7693,No
4709,30,Female,145516.72,51,Gold,West,Toys,1219,No
4710,54,Non-Binary,84872.59,35,Diamond,Central,Sports,8714,Yes
4711,47,Non-Binary,22543.42,59,Diamond,Central,Beauty,475,No
4712,46,Female,98633.07,20,Gold,South,Electronics,1117,No
4713,54,Female,42411.09,87,Gold,South,Toys,3061,Yes
4714,51,Male,85453.67,65,Diamond,Central,Electronics,8038,No
4715,28,Male,100173.48,34,Gold,East,Beauty,4651,Yes
4716,57,Female,130455.55,12,Gold,North,Electronics,9482,Yes
4717,64,Male,59606.3,88,Silver,East,Toys,8436,No
4718,21,Male,99585.64,90,Diamond,West,Electronics,5786,Yes
4719,65,Female,107008.65,21,Diamond,South,Clothing,8144,Yes
4720,64,Male,52093.82,76,Platinum,South,Toys,2735,Yes
4721,32,Non-Binary,104948.51,47,Gold,North,Toys,3188,Yes
4722,40,Male,65044.15,48,Diamond,West,Electronics,9859,Yes
4723,35,Male,134516.96,62,Platinum,South,Clothing,1184,No
4724,37,Male,140981.18,29,Platinum,North,Toys,3154,No
4725,67,Non-Binary,117127.47,57,Gold,East,Beauty,383,No
4726,50,Non-Binary,36989.82,48,Diamond,North,Sports,5087,Yes
4727,50,Male,92595.08,78,Diamond,West,Clothing,9026,Yes
4728,58,Male,54551.78,87,Diamond,Central,Toys,6166,Yes
4729,61,Male,47452.1,31,Gold,East,Sports,2472,No
4730,51,Female,52173.98,89,Diamond,South,Toys,881,Yes
4731,29,Female,119809.88,5,Gold,West,Beauty,9051,No
4732,21,Female,122475.63,73,Silver,West,Clothing,4928,Yes
4733,29,Female,135153.59,30,Diamond,East,Beauty,5466,No
4734,70,Female,144552.26,76,Diamond,West,Toys,8150,No
4735,44,Male,65964.72,34,Silver,East,Toys,9230,No
4736,51,Female,118083.31,79,Platinum,Central,Beauty,1761,No
4737,54,Female,145824.49,37,Gold,South,Clothing,4302,Yes
4738,26,Male,54501.44,85,Gold,Central,Sports,4155,Yes
4739,42,Female,54938.84,78,Gold,North,Beauty,1483,No
4740,52,Non-Binary,85735.45,47,Silver,South,Electronics,215,No
4741,46,Non-Binary,64308.57,74,Gold,North,Clothing,1693,No
4742,52,Female,95469.0,33,Diamond,East,Beauty,9696,Yes
4743,39,Male,55345.67,49,Silver,North,Toys,1931,Yes
4744,30,Non-Binary,107029.5,30,Silver,West,Electronics,2901,Yes
4745,52,Male,34481.2,60,Diamond,West,Beauty,1838,No
4746,21,Male,61935.9,93,Silver,East,Sports,146,Yes
4747,47,Male,137452.94,16,Platinum,Central,Home Decor,6260,No
4748,69,Female,73513.1,86,Gold,North,Home Decor,33,Yes
4749,68,Non-Binary,63108.09,60,Gold,South,Home Decor,2608,Yes
4750,21,Male,94058.59,26,Silver,North,Beauty,1101,Yes
4751,25,Non-Binary,24849.08,75,Diamond,North,Electronics,7529,Yes
4752,46,Female,47477.96,10,Silver,West,Home Decor,2300,Yes
4753,20,Female,61205.72,46,Diamond,North,Toys,7228,No
4754,64,Female,120532.42,72,Silver,South,Electronics,1558,Yes
4755,35,Male,35630.03,55,Diamond,East,Toys,7915,Yes
4756,63,Non-Binary,38198.97,92,Silver,Central,Beauty,9322,No
4757,66,Male,28660.92,77,Gold,West,Clothing,8278,No
4758,38,Female,75398.88,10,Diamond,East,Beauty,7746,Yes
4759,25,Non-Binary,111413.49,42,Silver,South,Toys,876,No
4760,24,Non-Binary,145614.42,23,Diamond,East,Sports,8833,Yes
4761,50,Non-Binary,132407.79,56,Platinum,Central,Electronics,1133,Yes
4762,24,Female,90783.32,100,Gold,East,Electronics,3173,No
4763,38,Female,84826.4,46,Silver,West,Sports,416,Yes
4764,49,Male,105803.31,56,Diamond,Central,Electronics,5058,Yes
4765,65,Male,86804.43,74,Platinum,Central,Clothing,8367,No
4766,68,Male,114903.93,86,Diamond,North,Toys,6174,Yes
4767,52,Non-Binary,106890.53,49,Platinum,West,Sports,8292,Yes
4768,28,Male,87439.1,72,Silver,West,Sports,2103,No
4769,19,Non-Binary,90593.79,30,Platinum,West,Clothing,7613,Yes
4770,23,Male,136989.36,89,Gold,North,Sports,5048,Yes
4771,59,Female,108887.48,15,Diamond,South,Beauty,2139,Yes
